"Актавис Лтд для ""Профарма Интернешнл Трейдинг Лтд"""
"Польфа АО, Пабъяницкий ФЗ для ""Профарма Интернешнл Трейдинг Лтд"""
"Софаримекс/Лаб. Лабесфаль для ""Профарма Интернешнл Трейдинг"""
